Blatt,Adresse,Formel,Wert
Kalkulation,G53,=B53+gamma3*C53,0
Kalkulation,H53,"=F53+alpha*t*BJB*Act_axn_k(x+A53,MAX(5-A53,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I53,"=IF(AND(x+A53>=MinAlterFlex,A53>=n-MinRLZFlex),1,0)",1
Kalkulation,J53,"=IF(OR(A53>n,I53),0,MIN(150,MAX(50,1%*(VS-F53))))",0
Kalkulation,K53,"=MAX(0,H53-J53)",0
Kalkulation,L53,"=IFERROR(IF(A53>n,0,IF(A53<t,H53/G53,VS)),0)",0
Kalkulation,A54,38,38
Kalkulation,B54,"=IF(A54<=n,act_nGrAx(x+$A54,MAX(0,n-$A54),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A54,Sex,Tafel,Zins),0)",0
Kalkulation,C54,"=Act_axn_k(x+$A54,MAX(0,n-$A54),Sex,Tafel,Zins,1)",0
Kalkulation,D54,"=Act_axn_k(x+$A54,MAX(0,t-$A54),Sex,Tafel,Zins,1)",0
Kalkulation,E54,"=B54-P_xt*D54+gamma2*(C54-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D54)",0
Kalkulation,F54,=VS*E54,0
Kalkulation,G54,=B54+gamma3*C54,0
Kalkulation,H54,"=F54+alpha*t*BJB*Act_axn_k(x+A54,MAX(5-A54,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I54,"=IF(AND(x+A54>=MinAlterFlex,A54>=n-MinRLZFlex),1,0)",1
Kalkulation,J54,"=IF(OR(A54>n,I54),0,MIN(150,MAX(50,1%*(VS-F54))))",0
Kalkulation,K54,"=MAX(0,H54-J54)",0
Kalkulation,L54,"=IFERROR(IF(A54>n,0,IF(A54<t,H54/G54,VS)),0)",0
Kalkulation,A55,39,39
Kalkulation,B55,"=IF(A55<=n,act_nGrAx(x+$A55,MAX(0,n-$A55),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A55,Sex,Tafel,Zins),0)",0
Kalkulation,C55,"=Act_axn_k(x+$A55,MAX(0,n-$A55),Sex,Tafel,Zins,1)",0
Kalkulation,D55,"=Act_axn_k(x+$A55,MAX(0,t-$A55),Sex,Tafel,Zins,1)",0
Kalkulation,E55,"=B55-P_xt*D55+gamma2*(C55-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D55)",0
Kalkulation,F55,=VS*E55,0
Kalkulation,G55,=B55+gamma3*C55,0
Kalkulation,H55,"=F55+alpha*t*BJB*Act_axn_k(x+A55,MAX(5-A55,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I55,"=IF(AND(x+A55>=MinAlterFlex,A55>=n-MinRLZFlex),1,0)",1
Kalkulation,J55,"=IF(OR(A55>n,I55),0,MIN(150,MAX(50,1%*(VS-F55))))",0
Kalkulation,K55,"=MAX(0,H55-J55)",0
Kalkulation,L55,"=IFERROR(IF(A55>n,0,IF(A55<t,H55/G55,VS)),0)",0
Kalkulation,A56,40,40
Kalkulation,B56,"=IF(A56<=n,act_nGrAx(x+$A56,MAX(0,n-$A56),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A56,Sex,Tafel,Zins),0)",0
Kalkulation,C56,"=Act_axn_k(x+$A56,MAX(0,n-$A56),Sex,Tafel,Zins,1)",0
Kalkulation,D56,"=Act_axn_k(x+$A56,MAX(0,t-$A56),Sex,Tafel,Zins,1)",0
Kalkulation,E56,"=B56-P_xt*D56+gamma2*(C56-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D56)",0
Kalkulation,F56,=VS*E56,0
Kalkulation,G56,=B56+gamma3*C56,0
Kalkulation,H56,"=F56+alpha*t*BJB*Act_axn_k(x+A56,MAX(5-A56,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I56,"=IF(AND(x+A56>=MinAlterFlex,A56>=n-MinRLZFlex),1,0)",1
Kalkulation,J56,"=IF(OR(A56>n,I56),0,MIN(150,MAX(50,1%*(VS-F56))))",0
Kalkulation,K56,"=MAX(0,H56-J56)",0
Kalkulation,L56,"=IFERROR(IF(A56>n,0,IF(A56<t,H56/G56,VS)),0)",0
Kalkulation,A57,41,41
Kalkulation,B57,"=IF(A57<=n,act_nGrAx(x+$A57,MAX(0,n-$A57),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A57,Sex,Tafel,Zins),0)",0
Kalkulation,C57,"=Act_axn_k(x+$A57,MAX(0,n-$A57),Sex,Tafel,Zins,1)",0
Kalkulation,D57,"=Act_axn_k(x+$A57,MAX(0,t-$A57),Sex,Tafel,Zins,1)",0
Kalkulation,E57,"=B57-P_xt*D57+gamma2*(C57-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D57)",0
Kalkulation,F57,=VS*E57,0
Kalkulation,G57,=B57+gamma3*C57,0
Kalkulation,H57,"=F57+alpha*t*BJB*Act_axn_k(x+A57,MAX(5-A57,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I57,"=IF(AND(x+A57>=MinAlterFlex,A57>=n-MinRLZFlex),1,0)",1
Kalkulation,J57,"=IF(OR(A57>n,I57),0,MIN(150,MAX(50,1%*(VS-F57))))",0
Kalkulation,K57,"=MAX(0,H57-J57)",0
Kalkulation,L57,"=IFERROR(IF(A57>n,0,IF(A57<t,H57/G57,VS)),0)",0
Kalkulation,A58,42,42
Kalkulation,B58,"=IF(A58<=n,act_nGrAx(x+$A58,MAX(0,n-$A58),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A58,Sex,Tafel,Zins),0)",0
Kalkulation,C58,"=Act_axn_k(x+$A58,MAX(0,n-$A58),Sex,Tafel,Zins,1)",0
Kalkulation,D58,"=Act_axn_k(x+$A58,MAX(0,t-$A58),Sex,Tafel,Zins,1)",0
Kalkulation,E58,"=B58-P_xt*D58+gamma2*(C58-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D58)",0
Kalkulation,F58,=VS*E58,0
Kalkulation,G58,=B58+gamma3*C58,0
Kalkulation,H58,"=F58+alpha*t*BJB*Act_axn_k(x+A58,MAX(5-A58,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I58,"=IF(AND(x+A58>=MinAlterFlex,A58>=n-MinRLZFlex),1,0)",1
Kalkulation,J58,"=IF(OR(A58>n,I58),0,MIN(150,MAX(50,1%*(VS-F58))))",0
Kalkulation,K58,"=MAX(0,H58-J58)",0
Kalkulation,L58,"=IFERROR(IF(A58>n,0,IF(A58<t,H58/G58,VS)),0)",0
Kalkulation,A59,43,43
Kalkulation,B59,"=IF(A59<=n,act_nGrAx(x+$A59,MAX(0,n-$A59),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A59,Sex,Tafel,Zins),0)",0
Kalkulation,C59,"=Act_axn_k(x+$A59,MAX(0,n-$A59),Sex,Tafel,Zins,1)",0
Kalkulation,D59,"=Act_axn_k(x+$A59,MAX(0,t-$A59),Sex,Tafel,Zins,1)",0
Kalkulation,E59,"=B59-P_xt*D59+gamma2*(C59-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D59)",0
Kalkulation,F59,=VS*E59,0
Kalkulation,G59,=B59+gamma3*C59,0
Kalkulation,H59,"=F59+alpha*t*BJB*Act_axn_k(x+A59,MAX(5-A59,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I59,"=IF(AND(x+A59>=MinAlterFlex,A59>=n-MinRLZFlex),1,0)",1
Kalkulation,J59,"=IF(OR(A59>n,I59),0,MIN(150,MAX(50,1%*(VS-F59))))",0
Kalkulation,K59,"=MAX(0,H59-J59)",0
Kalkulation,L59,"=IFERROR(IF(A59>n,0,IF(A59<t,H59/G59,VS)),0)",0
Kalkulation,A60,44,44
Kalkulation,B60,"=IF(A60<=n,act_nGrAx(x+$A60,MAX(0,n-$A60),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A60,Sex,Tafel,Zins),0)",0
Kalkulation,C60,"=Act_axn_k(x+$A60,MAX(0,n-$A60),Sex,Tafel,Zins,1)",0
Kalkulation,D60,"=Act_axn_k(x+$A60,MAX(0,t-$A60),Sex,Tafel,Zins,1)",0
Kalkulation,E60,"=B60-P_xt*D60+gamma2*(C60-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D60)",0
Kalkulation,F60,=VS*E60,0
Kalkulation,G60,=B60+gamma3*C60,0
Kalkulation,H60,"=F60+alpha*t*BJB*Act_axn_k(x+A60,MAX(5-A60,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I60,"=IF(AND(x+A60>=MinAlterFlex,A60>=n-MinRLZFlex),1,0)",1
Kalkulation,J60,"=IF(OR(A60>n,I60),0,MIN(150,MAX(50,1%*(VS-F60))))",0
Kalkulation,K60,"=MAX(0,H60-J60)",0
Kalkulation,L60,"=IFERROR(IF(A60>n,0,IF(A60<t,H60/G60,VS)),0)",0
Kalkulation,A61,45,45
Kalkulation,B61,"=IF(A61<=n,act_nGrAx(x+$A61,MAX(0,n-$A61),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A61,Sex,Tafel,Zins),0)",0
Kalkulation,C61,"=Act_axn_k(x+$A61,MAX(0,n-$A61),Sex,Tafel,Zins,1)",0
Kalkulation,D61,"=Act_axn_k(x+$A61,MAX(0,t-$A61),Sex,Tafel,Zins,1)",0
Kalkulation,E61,"=B61-P_xt*D61+gamma2*(C61-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D61)",0
Kalkulation,F61,=VS*E61,0
Kalkulation,G61,=B61+gamma3*C61,0
Kalkulation,H61,"=F61+alpha*t*BJB*Act_axn_k(x+A61,MAX(5-A61,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I61,"=IF(AND(x+A61>=MinAlterFlex,A61>=n-MinRLZFlex),1,0)",1
Kalkulation,J61,"=IF(OR(A61>n,I61),0,MIN(150,MAX(50,1%*(VS-F61))))",0
Kalkulation,K61,"=MAX(0,H61-J61)",0
Kalkulation,L61,"=IFERROR(IF(A61>n,0,IF(A61<t,H61/G61,VS)),0)",0
Kalkulation,A62,46,46
Kalkulation,B62,"=IF(A62<=n,act_nGrAx(x+$A62,MAX(0,n-$A62),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A62,Sex,Tafel,Zins),0)",0
Kalkulation,C62,"=Act_axn_k(x+$A62,MAX(0,n-$A62),Sex,Tafel,Zins,1)",0
Kalkulation,D62,"=Act_axn_k(x+$A62,MAX(0,t-$A62),Sex,Tafel,Zins,1)",0
Kalkulation,E62,"=B62-P_xt*D62+gamma2*(C62-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D62)",0
Kalkulation,F62,=VS*E62,0
Kalkulation,G62,=B62+gamma3*C62,0
Kalkulation,H62,"=F62+alpha*t*BJB*Act_axn_k(x+A62,MAX(5-A62,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I62,"=IF(AND(x+A62>=MinAlterFlex,A62>=n-MinRLZFlex),1,0)",1
Kalkulation,J62,"=IF(OR(A62>n,I62),0,MIN(150,MAX(50,1%*(VS-F62))))",0
Kalkulation,K62,"=MAX(0,H62-J62)",0
Kalkulation,L62,"=IFERROR(IF(A62>n,0,IF(A62<t,H62/G62,VS)),0)",0
Kalkulation,A63,47,47
Kalkulation,B63,"=IF(A63<=n,act_nGrAx(x+$A63,MAX(0,n-$A63),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A63,Sex,Tafel,Zins),0)",0
Kalkulation,C63,"=Act_axn_k(x+$A63,MAX(0,n-$A63),Sex,Tafel,Zins,1)",0
Kalkulation,D63,"=Act_axn_k(x+$A63,MAX(0,t-$A63),Sex,Tafel,Zins,1)",0
Kalkulation,E63,"=B63-P_xt*D63+gamma2*(C63-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D63)",0
Kalkulation,F63,=VS*E63,0
Kalkulation,G63,=B63+gamma3*C63,0
Kalkulation,H63,"=F63+alpha*t*BJB*Act_axn_k(x+A63,MAX(5-A63,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I63,"=IF(AND(x+A63>=MinAlterFlex,A63>=n-MinRLZFlex),1,0)",1
Kalkulation,J63,"=IF(OR(A63>n,I63),0,MIN(150,MAX(50,1%*(VS-F63))))",0
Kalkulation,K63,"=MAX(0,H63-J63)",0
Kalkulation,L63,"=IFERROR(IF(A63>n,0,IF(A63<t,H63/G63,VS)),0)",0
Kalkulation,A64,48,48
Kalkulation,B64,"=IF(A64<=n,act_nGrAx(x+$A64,MAX(0,n-$A64),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A64,Sex,Tafel,Zins),0)",0
Kalkulation,C64,"=Act_axn_k(x+$A64,MAX(0,n-$A64),Sex,Tafel,Zins,1)",0
Kalkulation,D64,"=Act_axn_k(x+$A64,MAX(0,t-$A64),Sex,Tafel,Zins,1)",0
Kalkulation,E64,"=B64-P_xt*D64+gamma2*(C64-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D64)",0
Kalkulation,F64,=VS*E64,0
Kalkulation,G64,=B64+gamma3*C64,0
Kalkulation,H64,"=F64+alpha*t*BJB*Act_axn_k(x+A64,MAX(5-A64,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I64,"=IF(AND(x+A64>=MinAlterFlex,A64>=n-MinRLZFlex),1,0)",1
Kalkulation,J64,"=IF(OR(A64>n,I64),0,MIN(150,MAX(50,1%*(VS-F64))))",0
Kalkulation,K64,"=MAX(0,H64-J64)",0
Kalkulation,L64,"=IFERROR(IF(A64>n,0,IF(A64<t,H64/G64,VS)),0)",0
Kalkulation,A65,49,49
Kalkulation,B65,"=IF(A65<=n,act_nGrAx(x+$A65,MAX(0,n-$A65),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A65,Sex,Tafel,Zins),0)",0
Kalkulation,C65,"=Act_axn_k(x+$A65,MAX(0,n-$A65),Sex,Tafel,Zins,1)",0
Kalkulation,D65,"=Act_axn_k(x+$A65,MAX(0,t-$A65),Sex,Tafel,Zins,1)",0
Kalkulation,E65,"=B65-P_xt*D65+gamma2*(C65-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D65)",0
Kalkulation,F65,=VS*E65,0
Kalkulation,G65,=B65+gamma3*C65,0
Kalkulation,H65,"=F65+alpha*t*BJB*Act_axn_k(x+A65,MAX(5-A65,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I65,"=IF(AND(x+A65>=MinAlterFlex,A65>=n-MinRLZFlex),1,0)",1
Kalkulation,J65,"=IF(OR(A65>n,I65),0,MIN(150,MAX(50,1%*(VS-F65))))",0
Kalkulation,K65,"=MAX(0,H65-J65)",0
Kalkulation,L65,"=IFERROR(IF(A65>n,0,IF(A65<t,H65/G65,VS)),0)",0
Kalkulation,A66,50,50
Kalkulation,B66,"=IF(A66<=n,act_nGrAx(x+$A66,MAX(0,n-$A66),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A66,Sex,Tafel,Zins),0)",0
Kalkulation,C66,"=Act_axn_k(x+$A66,MAX(0,n-$A66),Sex,Tafel,Zins,1)",0
Kalkulation,D66,"=Act_axn_k(x+$A66,MAX(0,t-$A66),Sex,Tafel,Zins,1)",0
Kalkulation,E66,"=B66-P_xt*D66+gamma2*(C66-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D66)",0
Kalkulation,F66,=VS*E66,0
Kalkulation,G66,=B66+gamma3*C66,0
Kalkulation,H66,"=F66+alpha*t*BJB*Act_axn_k(x+A66,MAX(5-A66,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)",0
Kalkulation,I66,"=IF(AND(x+A66>=MinAlterFlex,A66>=n-MinRLZFlex),1,0)",1
Kalkulation,J66,"=IF(OR(A66>n,I66),0,MIN(150,MAX(50,1%*(VS-F66))))",0
Kalkulation,K66,"=MAX(0,H66-J66)",0
Kalkulation,L66,"=IFERROR(IF(A66>n,0,IF(A66<t,H66/G66,VS)),0)",0
Tafeln,A3,x/y,x/y
Tafeln,B3,DAV1994_T_M,DAV1994_T_M
Tafeln,C3,DAV1994_T_F,DAV1994_T_F
Tafeln,D3,DAV2008_T_M,DAV2008_T_M
Tafeln,E3,DAV2008_T_F,DAV2008_T_F
Tafeln,A4,0,0
Tafeln,B4,0.011687,0.011687
Tafeln,C4,0.009003,0.009003
Tafeln,D4,0.006113,0.006113
Tafeln,E4,0.005088,0.005088
Tafeln,A5,1,1
Tafeln,B5,0.001008,0.001008
Tafeln,C5,0.000867,0.000867
Tafeln,D5,0.000423,0.000423
Tafeln,E5,0.000387,0.000387
Tafeln,A6,2,2
Tafeln,B6,0.000728,0.000728
Tafeln,C6,0.000624,0.000624
Tafeln,D6,0.000343,0.000343
Tafeln,E6,0.000318,0.000318
Tafeln,A7,3,3
Tafeln,B7,0.000542,0.000542
Tafeln,C7,0.000444,0.000444
Tafeln,D7,0.000275,0.000275
Tafeln,E7,0.000255,0.000255
Tafeln,A8,4,4
Tafeln,B8,0.000473,0.000473
Tafeln,C8,0.000345,0.000345
Tafeln,D8,0.00022,0.00022
Tafeln,E8,0.000202,0.000202
Tafeln,A9,5,5
Tafeln,B9,0.000452,0.000452
Tafeln,C9,0.000307,0.000307
Tafeln,D9,0.000182,0.000182
Tafeln,E9,0.000163,0.000163
Tafeln,A10,6,6
Tafeln,B10,0.000433,0.000433
Tafeln,C10,0.000293,0.000293
Tafeln,D10,0.000155,0.000155
Tafeln,E10,0.000134,0.000134
Tafeln,A11,7,7
Tafeln,B11,0.000408,0.000408
Tafeln,C11,0.000283,0.000283
Tafeln,D11,0.000139,0.000139
Tafeln,E11,0.000115,0.000115
Tafeln,A12,8,8
Tafeln,B12,0.000379,0.000379
Tafeln,C12,0.000275,0.000275
Tafeln,D12,0.000129,0.000129
Tafeln,E12,0.000105,0.000105
Tafeln,A13,9,9
Tafeln,B13,0.000352,0.000352
Tafeln,C13,0.000268,0.000268
Tafeln,D13,0.000125,0.000125
Tafeln,E13,0.000099,9.9e-05
Tafeln,A14,10,10
Tafeln,B14,0.000334,0.000334
Tafeln,C14,0.000261,0.000261
Tafeln,D14,0.000129,0.000129
Tafeln,E14,0.000102,0.000102
Tafeln,A15,11,11
Tafeln,B15,0.000331,0.000331
Tafeln,C15,0.00026,0.00026
Tafeln,D15,0.000143,0.000143
Tafeln,E15,0.000111,0.000111
Tafeln,A16,12,12
Tafeln,B16,0.00034,0.00034
Tafeln,C16,0.000267,0.000267
Tafeln,D16,0.000173,0.000173
Tafeln,E16,0.000127,0.000127
Tafeln,A17,13,13
Tafeln,B17,0.000371,0.000371
Tafeln,C17,0.000281,0.000281
Tafeln,D17,0.000222,0.000222
Tafeln,E17,0.000153,0.000153
Tafeln,A18,14,14
Tafeln,B18,0.000451,0.000451
Tafeln,C18,0.000307,0.000307
Tafeln,D18,0.000303,0.000303
Tafeln,E18,0.000188,0.000188
Tafeln,A19,15,15
Tafeln,B19,0.000593,0.000593
Tafeln,C19,0.000353,0.000353
Tafeln,D19,0.000417,0.000417
Tafeln,E19,0.000228,0.000228
Tafeln,A20,16,16
Tafeln,B20,0.000792,0.000792
Tafeln,C20,0.000416,0.000416
Tafeln,D20,0.000557,0.000557
Tafeln,E20,0.000271,0.000271
Tafeln,A21,17,17
Tafeln,B21,0.00104,0.00104
Tafeln,C21,0.00048,0.00048
Tafeln,D21,0.000709,0.000709
Tafeln,E21,0.00031,0.00031
Tafeln,A22,18,18
Tafeln,B22,0.001298,0.001298
Tafeln,C22,0.000537,0.000537
Tafeln,D22,0.00085,0.00085
Tafeln,E22,0.000324,0.000324
Tafeln,A23,19,19
Tafeln,B23,0.001437,0.001437
Tafeln,C23,0.00056,0.00056
Tafeln,D23,0.000953,0.000953
Tafeln,E23,0.00033,0.00033
Tafeln,A24,20,20
Tafeln,B24,0.001476,0.001476
Tafeln,C24,0.00056,0.00056
Tafeln,D24,0.001012,0.001012
Tafeln,E24,0.000328,0.000328
Tafeln,A25,21,21
Tafeln,B25,0.001476,0.001476
Tafeln,C25,0.00056,0.00056
Tafeln,D25,0.001022,0.001022
Tafeln,E25,0.000322,0.000322
Tafeln,A26,22,22
Tafeln,B26,0.001476,0.001476
Tafeln,C26,0.00056,0.00056
Tafeln,D26,0.001004,0.001004
Tafeln,E26,0.000314,0.000314
Tafeln,A27,23,23
Tafeln,B27,0.001476,0.001476
Tafeln,C27,0.00056,0.00056
Tafeln,D27,0.000963,0.000963
Tafeln,E27,0.000304,0.000304
Tafeln,A28,24,24
Tafeln,B28,0.001476,0.001476
Tafeln,C28,0.00056,0.00056
Tafeln,D28,0.000911,0.000911
Tafeln,E28,0.000297,0.000297
Tafeln,A29,25,25
Tafeln,B29,0.001476,0.001476
Tafeln,C29,0.00056,0.00056
Tafeln,D29,0.000856,0.000856
Tafeln,E29,0.000293,0.000293
Tafeln,A30,26,26
Tafeln,B30,0.001476,0.001476
Tafeln,C30,0.00056,0.00056
Tafeln,D30,0.000808,0.000808
Tafeln,E30,0.000292,0.000292
Tafeln,A31,27,27
Tafeln,B31,0.001476,0.001476
Tafeln,C31,0.000581,0.000581
Tafeln,D31,0.000772,0.000772
Tafeln,E31,0.000292,0.000292
Tafeln,A32,28,28
Tafeln,B32,0.001476,0.001476
Tafeln,C32,0.000612,0.000612
Tafeln,D32,0.000752,0.000752
Tafeln,E32,0.000296,0.000296
Tafeln,A33,29,29
Tafeln,B33,0.001476,0.001476
Tafeln,C33,0.000645,0.000645
Tafeln,D33,0.000745,0.000745
Tafeln,E33,0.000302,0.000302
Tafeln,A34,30,30
Tafeln,B34,0.001476,0.001476
Tafeln,C34,0.000689,0.000689
Tafeln,D34,0.000752,0.000752
Tafeln,E34,0.000311,0.000311
Tafeln,A35,31,31
Tafeln,B35,0.001476,0.001476
Tafeln,C35,0.000735,0.000735
Tafeln,D35,0.000768,0.000768
Tafeln,E35,0.000327,0.000327
Tafeln,A36,32,32
Tafeln,B36,0.001489,0.001489
Tafeln,C36,0.000783,0.000783
Tafeln,D36,0.000791,0.000791
Tafeln,E36,0.000351,0.000351
Tafeln,A37,33,33
Tafeln,B37,0.001551,0.001551
Tafeln,C37,0.000833,0.000833
Tafeln,D37,0.00082,0.00082
Tafeln,E37,0.000386,0.000386
Tafeln,A38,34,34
Tafeln,B38,0.001641,0.001641
Tafeln,C38,0.000897,0.000897
Tafeln,D38,0.000855,0.000855
Tafeln,E38,0.000433,0.000433
Tafeln,A39,35,35
Tafeln,B39,0.001747,0.001747
Tafeln,C39,0.000971,0.000971
Tafeln,D39,0.000895,0.000895
Tafeln,E39,0.00049,0.00049
Tafeln,A40,36,36
Tafeln,B40,0.001869,0.001869
Tafeln,C40,0.001057,0.001057
Tafeln,D40,0.000945,0.000945
Tafeln,E40,0.000555,0.000555
Tafeln,A41,37,37
Tafeln,B41,0.002007,0.002007
Tafeln,C41,0.001156,0.001156
Tafeln,D41,0.001005,0.001005
Tafeln,E41,0.000624,0.000624
Tafeln,A42,38,38
Tafeln,B42,0.002167,0.002167
Tafeln,C42,0.001267,0.001267
Tafeln,D42,0.001083,0.001083
Tafeln,E42,0.000701,0.000701
Tafeln,A43,39,39
Tafeln,B43,0.002354,0.002354
Tafeln,C43,0.00139,0.00139
Tafeln,D43,0.001181,0.001181
Tafeln,E43,0.000783,0.000783
Tafeln,A44,40,40
Tafeln,B44,0.002569,0.002569
Tafeln,C44,0.001524,0.001524
Tafeln,D44,0.001301,0.001301
Tafeln,E44,0.000872,0.000872
Tafeln,A45,41,41
Tafeln,B45,0.002823,0.002823
Tafeln,C45,0.001672,0.001672
Tafeln,D45,0.001447,0.001447
Tafeln,E45,0.000972,0.000972
Tafeln,A46,42,42
Tafeln,B46,0.003087,0.003087
Tafeln,C46,0.001812,0.001812
Tafeln,D46,0.001623,0.001623
Tafeln,E46,0.001084,0.001084
Tafeln,A47,43,43
Tafeln,B47,0.003387,0.003387
Tafeln,C47,0.001964,0.001964
Tafeln,D47,0.001833,0.001833
Tafeln,E47,0.001213,0.001213
Tafeln,A48,44,44
Tafeln,B48,0.003726,0.003726
Tafeln,C48,0.002126,0.002126
Tafeln,D48,0.002082,0.002082
Tafeln,E48,0.001359,0.001359
Tafeln,A49,45,45
Tafeln,B49,0.0041,0.0041
Tafeln,C49,0.002295,0.002295
Tafeln,D49,0.002364,0.002364
Tafeln,E49,0.001524,0.001524
Tafeln,A50,46,46
Tafeln,B50,0.004522,0.004522
Tafeln,C50,0.00248,0.00248
Tafeln,D50,0.002669,0.002669
Tafeln,E50,0.001706,0.001706
Tafeln,A51,47,47
Tafeln,B51,0.004983,0.004983
Tafeln,C51,0.002676,0.002676
Tafeln,D51,0.002983,0.002983
Tafeln,E51,0.001903,0.001903
Tafeln,A52,48,48
Tafeln,B52,0.005508,0.005508
Tafeln,C52,0.002902,0.002902
Tafeln,D52,0.003302,0.003302
Tafeln,E52,0.002109,0.002109
Tafeln,A53,49,49
Tafeln,B53,0.006094,0.006094
Tafeln,C53,0.003151,0.003151
Tafeln,D53,0.00363,0.00363
Tafeln,E53,0.002324,0.002324
Tafeln,A54,50,50
Tafeln,B54,0.006751,0.006751
Tafeln,C54,0.003425,0.003425
Tafeln,D54,0.003981,0.003981
Tafeln,E54,0.002546,0.002546
Tafeln,A55,51,51
Tafeln,B55,0.007485,0.007485
Tafeln,C55,0.003728,0.003728
Tafeln,D55,0.004371,0.004371
Tafeln,E55,0.002782,0.002782
Tafeln,A56,52,52
Tafeln,B56,0.008302,0.008302
Tafeln,C56,0.004066,0.004066
Tafeln,D56,0.004812,0.004812
Tafeln,E56,0.003035,0.003035
Tafeln,A57,53,53
Tafeln,B57,0.009215,0.009215
Tafeln,C57,0.00445,0.00445
Tafeln,D57,0.005308,0.005308
Tafeln,E57,0.003306,0.003306
Tafeln,A58,54,54
Tafeln,B58,0.010195,0.010195
Tafeln,C58,0.004862,0.004862
Tafeln,D58,0.005857,0.005857
Tafeln,E58,0.003593,0.003593
Tafeln,A59,55,55
Tafeln,B59,0.011236,0.011236
